Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-07-05,83.021,83.275,78.524,79.619,1883500,0.0,0.0
2022-07-06,79.981,80.985,79.266,80.09,1551700,0.0,0.0
2022-07-07,80.09,80.904,79.619,79.845,1269600,0.0,0.0
2022-07-08,79.728,80.035,79.112,79.402,1250000,0.0,0.0
2022-07-11,78.986,80.071,78.633,79.556,1536600,0.0,0.0
2022-07-12,79.094,80.325,78.986,79.194,1283800,0.0,0.0
2022-07-13,78.687,79.646,78.452,78.796,748100,0.0,0.0
2022-07-14,77.42,78.904,77.312,78.768,887400,0.0,0.0
2022-07-15,79.438,79.519,78.144,79.402,861100,0.0,0.0
2022-07-18,79.085,79.366,78.144,78.198,894800,0.0,0.0
2022-07-19,78.443,78.732,78.135,78.244,1374200,0.0,0.0
2022-07-20,78.325,78.443,77.058,77.683,1788100,0.0,0.0
2022-07-21,77.474,78.126,77.185,78.099,885100,0.0,0.0
2022-07-22,78.506,79.266,78.334,79.112,662300,0.0,0.0
2022-07-25,78.977,79.963,78.814,79.881,658600,0.0,0.0
2022-07-26,79.737,81.049,79.737,80.895,652300,0.0,0.0
2022-07-27,80.66,81.04,80.243,80.886,646000,0.0,0.0
2022-07-28,81.664,83.474,81.465,83.302,985100,0.0,0.0
2022-07-29,83.347,84.668,83.22,84.261,1002700,0.0,0.0
2022-08-01,84.243,84.487,83.474,84.17,1197600,0.0,0.0
2022-08-02,84.65,84.994,83.664,83.727,1352300,0.0,0.0
2022-08-03,83.41,83.745,81.745,83.519,1610800,0.0,0.0
2022-08-04,83.465,84.017,82.777,82.877,1546700,0.0,0.0
2022-08-05,82.75,84.161,80.904,82.614,1580300,0.0,0.0
2022-08-08,83.374,83.7,82.759,83.148,1246100,0.0,0.0
2022-08-09,83.474,84.704,83.338,84.569,1056900,0.0,0.0
2022-08-10,84.931,85.22,84.261,85.012,1508000,0.0,0.0
2022-08-11,84.967,85.709,84.315,85.084,1318900,0.0,0.0
2022-08-12,85.564,86.016,85.265,85.808,1740800,0.0,0.0
2022-08-15,85.826,86.967,85.519,86.858,1046600,0.0,0.0
2022-08-16,86.686,87.645,86.577,86.885,1238600,0.0,0.0
2022-08-17,86.767,87.392,86.586,87.175,840200,0.0,0.0
2022-08-18,87.347,87.817,87.157,87.5,1193700,0.0,0.0
2022-08-19,87.708,88.251,87.301,88.089,1380400,0.0,0.0
2022-08-22,87.618,87.871,86.469,86.713,1332100,0.0,0.0
2022-08-23,86.596,86.822,85.673,86.27,769800,0.0,0.0
2022-08-24,86.333,86.749,85.808,86.632,1212200,0.0,0.0
2022-08-25,86.713,87.193,86.279,87.157,1571200,0.0,0.0
2022-08-26,87.021,87.338,85.718,85.772,1098200,0.0,0.0
2022-08-29,85.283,86.786,84.831,86.188,959300,0.0,0.0
2022-08-30,86.451,86.451,84.288,84.46,891500,0.0,0.0
2022-08-31,84.406,84.813,83.79,83.809,1628400,0.0,0.0
2022-09-01,83.935,84.976,83.501,84.931,935000,0.0,0.0
2022-09-02,84.831,85.772,83.673,84.089,876100,0.0,0.0
2022-09-06,84.362,85.164,83.752,83.98,993200,0.59,0.0
2022-09-07,84.49,87.112,84.417,87.067,1359600,0.0,0.0
2022-09-08,86.766,87.076,86.011,86.347,1111200,0.0,0.0
2022-09-09,86.63,87.349,86.156,87.067,1443300,0.0,0.0
2022-09-12,87.349,87.75,86.794,87.358,1050700,0.0,0.0
2022-09-13,86.639,86.83,84.326,84.763,1156000,0.0,0.0
2022-09-14,84.781,86.047,84.781,85.355,958800,0.0,0.0
2022-09-15,84.89,84.89,82.905,83.033,1106000,0.0,0.0
2022-09-16,82.841,83.752,82.841,83.534,2386200,0.0,0.0
2022-09-19,83.242,84.116,82.76,84.053,873800,0.0,0.0
2022-09-20,83.406,83.515,82.195,83.087,1257800,0.0,0.0
2022-09-21,83.707,84.699,82.341,82.377,1793700,0.0,0.0
2022-09-22,82.25,82.869,81.594,82.332,1283600,0.0,0.0
2022-09-23,81.457,81.621,80.128,81.12,1149700,0.0,0.0
